date,client_type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
2012-09-11,FII,236682,144232,212886,730459,515758,631760,293742,184118,14601,11505,18721,10821,1623192,1382093
2012-09-11,Pro,68841,120114,154105,149628,247091,248821,334082,443965,32469,25713,96611,47116,777040,1191516
2012-09-11,TOTAL,528503,528503,1091801,1091801,1416989,1434948,1416989,1434948,198687,105691,198687,105691,4776619,4776619
2012-09-12,Client,195907,269726,720018,188765,512221,543849,806422,850961,153200,76000,84413,49258,2201195,2249545
2012-09-12,DII,24199,5320,11040,25862,138634,69627,0,0,60,0,0,0,243560,31182
2012-09-12,FII,252368,141669,219017,737588,528981,646274,302618,184213,15588,10402,21054,11132,1672630,1398274
2012-09-12,Pro,70415,126174,157880,155740,257356,253080,328152,477656,34893,25931,98274,51943,799555,1237939
2012-09-12,TOTAL,542889,542889,1107955,1107955,1437192,1512830,1437192,1512830,203741,112333,203741,112333,4916940,4916940
2012-09-13,Client,196168,274910,722391,189090,544493,582582,828233,865058,161245,79751,87079,51951,2286630,2296321
2012-09-13,DII,24187,5320,11551,26597,140635,69627,0,0,60,0,0,0,246060,31917
2012-09-13,FII,259239,144587,220966,745030,527287,646757,307983,191469,16467,11127,21699,11213,1681843,1421981
2012-09-13,Pro,72822,127599,159581,153772,293898,245505,370097,487944,34573,27402,103567,55116,833781,1298095
2012-09-13,TOTAL,552416,552416,1114489,1114489,1506313,1544471,1506313,1544471,212345,118280,212345,118280,5048314,5048314
2012-09-14,Client,195835,319838,704278,196798,466090,692587,806948,859508,131263,103352,84963,53238,2293405,2321293
2012-09-14,DII,21325,6740,14207,24546,141145,49627,0,0,45,0,0,0,226349,31286
2012-09-14,FII,293939,139952,238864,741865,583163,671878,318712,226330,17288,9489,21673,15269,1814621,1463801
2012-09-14,Pro,81506,126075,163472,157612,289798,229693,354536,557947,46065,23936,88025,68270,834470,1352465
2012-09-14,TOTAL,592605,592605,1120821,1120821,1480196,1643785,1480196,1643785,194661,136777,194661,136777,5168845,5168845
2012-09-17,Client,205906,357403,691465,220572,468344,778172,797023,894743,121622,124618,81326,55015,2390127,2406082
2012-09-17,DII,21462,6740,15203,21580,140945,49627,0,0,45,0,0,0,227282,28320
2012-09-17,FII,325422,129889,255767,736677,641489,681357,345000,250677,18818,9826,22327,20879,1932679,1505449
2012-09-17,Pro,77755,136513,172443,156049,254452,236131,363207,599867,51562,24571,88394,83121,816914,1427151
2012-09-17,TOTAL,630545,630545,1134878,1134878,1505230,1745287,1505230,1745287,192047,159015,192047,159015,5367002,5367002
2012-09-18,Client,211051,376109,713474,226908,491038,804960,791792,935338,128807,131433,85609,58314,2480763,2474070
2012-09-18,DII,17882,6860,15641,20825,140945,49627,0,0,25,0,0,0,224120,27685
2012-09-18,FII,336696,136599,257861,757455,626537,692886,351969,263027,19985,10781,23190,21272,1944746,1553512
2012-09-18,Pro,80061,126122,180503,162291,257484,251011,372243,600119,52850,24960,92868,87588,846869,1441231
2012-09-18,TOTAL,645690,645690,1167479,1167479,1516004,1798484,1516004,1798484,201667,167174,201667,167174,5496498,5496498
2012-09-20,Client,204591,372654,725454,219352,511825,765308,816000,923916,140278,126858,89956,58906,2474314,2480784
2012-09-20,DII,18266,6360,16096,20385,141955,49627,0,0,15,0,0,0,225959,26745
2012-09-20,FII,348807,149416,253790,766916,600708,699064,343426,267439,21130,12433,23062,21413,1935932,1571672
2012-09-20,Pro,78780,122014,183300,171987,269478,276433,364540,599077,50722,27177,99127,86149,885890,1442894
2012-09-20,TOTAL,650444,650444,1178640,1178640,1523966,1790432,1523966,1790432,212145,166468,212145,166468,5522095,5522095
2012-09-21,Client,221255,407136,731229,222544,502943,908231,757481,994610,128001,141673,88074,59512,2633332,2529357
2012-09-21,DII,17609,6360,17197,18579,143955,49692,0,0,25,0,0,0,228478,24939
2012-09-21,FII,359735,168940,260713,782874,614153,715345,391634,312981,21006,12429,28379,26608,1983381,1711416
2012-09-21,Pro,99294,115457,199866,185008,265424,263399,377360,629076,55406,25748,87985,93730,909137,1488616
2012-09-21,TOTAL,697893,697893,1209005,1209005,1526475,1936667,1526475,1936667,204438,179850,204438,179850,5754328,5754328
2012-09-24,Client,221329,407025,735941,225312,591433,926308,780673,1025094,141253,146085,91950,61874,2762349,2591928
2012-09-24,DII,17050,6360,17124,16743,143955,49692,0,0,61,0,0,0,227882,23103
2012-09-24,FII,394276,208648,267636,799161,606661,722607,393588,297789,20187,13105,27128,25004,2024472,1751318
2012-09-24,Pro,99695,110317,200255,179740,241050,267928,408838,643652,54020,27178,96443,99490,890126,1538480
2012-09-24,TOTAL,732350,732350,1220956,1220956,1583099,1966535,1583099,1966535,215521,186368,215521,186368,5904829,5904829
2012-09-25,Client,214133,418360,759108,222031,635641,910155,793052,1004777,148806,148414,96468,65293,2816257,2599981
2012-09-25,DII,16919,2020,14170,16207,143953,49692,0,0,61,0,0,0,224795,18227
2012-09-25,FII,453693,246127,278801,829794,564467,739682,382896,306589,20448,12717,25517,23602,2069808,1814525
2012-09-25,Pro,92226,110464,205989,190036,250966,270224,419079,658387,54521,28802,101851,101038,902728,1580855
2012-09-25,TOTAL,776971,776971,1258068,1258068,1595027,1969753,1595027,1969753,223836,189933,223836,189933,6013588,6013588
2012-09-26,Client,217680,424949,781088,216266,667045,912818,817289,988522,152949,146850,97281,66430,2878430,2610737
2012-09-26,DII,13526,8260,12809,16145,145906,49692,0,0,51,0,0,0,221984,24405
2012-09-26,FII,495472,275555,279267,855662,567009,761662,389635,313696,20813,13734,26917,23901,2137957,1885366
2012-09-26,Pro,94499,112413,200427,185518,247028,274594,420064,696548,55205,30526,104820,100779,902279,1620142
2012-09-26,TOTAL,821177,821177,1273591,1273591,1626988,1998766,1626988,1998766,229018,191110,229018,191110,6140650,6140650
2012-09-27,Client,156699,326433,674525,145268,397018,296886,492896,571575,58104,25047,35215,16970,1608279,1588357
2012-09-27,DII,12082,6860,9553,14517,141106,31823,0,0,0,0,0,0,194564,21377
2012-09-27,FII,331424,127896,194707,747339,351053,504269,321387,165085,449,620,1948,548,1382522,1364203
2012-09-27,Pro,58581,97597,137825,109486,176079,199585,250973,295903,15171,10466,36561,18615,597707,809135
2012-09-27,TOTAL,558786,558786,1016610,1016610,1065256,1032563,1065256,1032563,73724,36133,73724,36133,3783072,3783072
2012-09-28,Client,169054,361247,707946,159843,425780,382768,543102,655384,80232,34359,48548,23006,1800139,1791130
2012-09-28,DII,12185,6860,10589,14669,144346,31823,0,0,16,0,0,0,198959,21529
2012-09-28,FII,378297,134733,205146,779836,344761,541547,321899,176355,6795,5714,7591,4916,1482260,1425330
2012-09-28,Pro,50013,106709,142968,112301,188805,208138,238691,332537,19543,13615,50447,25766,623082,866451
2012-09-28,TOTAL,609549,609549,1066649,1066649,1103692,1164276,1103692,1164276,106586,53688,106586,53688,4104440,4104440
2012-10-01,Client,171077,373608,728180,163679,463500,430086,570824,691666,94675,43154,57518,28757,1930672,1886052
2012-10-01,DII,12335,6860,11869,15386,144346,31823,0,0,16,0,0,0,200389,22246
2012-10-01,FII,383196,136378,205108,789902,349332,567872,332706,191198,8144,7419,10361,6435,1521071,1466980
2012-10-01,Pro,56262,106024,147447,123637,205867,198503,259515,345420,22083,15516,57039,30897,645678,922532
2012-10-01,TOTAL,622870,622870,1092604,1092604,1163045,1228284,1163045,1228284,124918,66089,124918,66089,4297810,4297810
2012-10-03,Client,162144,389142,743482,170521,503386,471487,600672,739874,109541,51891,66654,33742,2041931,2000605
2012-10-03,DII,12323,6860,13582,15328,144346,31823,0,0,16,0,0,0,202090,22188
2012-10-03,FII,414343,133818,207003,797018,379428,604974,370803,206077,9703,8688,14181,7877,1624139,1529774
2012-10-03,Pro,53561,112551,153421,134621,221276,208095,276961,370428,25820,17459,64245,36419,679632,995225
2012-10-03,TOTAL,642371,642371,1117488,1117488,1248436,1316379,1248436,1316379,145080,78038,145080,78038,4547792,4547792
2012-10-04,Client,159775,411676,754127,173084,504925,529883,621646,751762,115553,60257,70885,37276,2124520,2066329
2012-10-04,DII,12221,7860,16954,15132,144346,31823,0,0,49,0,0,0,205393,22992
2012-10-04,FII,425877,120441,208246,802355,397061,614201,378438,221480,10472,10400,18573,10922,1666257,1552209
2012-10-04,Pro,61373,119269,157102,145858,222132,204830,268380,407495,28601,18259,65217,40718,692297,1046937
2012-10-04,TOTAL,659246,659246,1136429,1136429,1268464,1380737,1268464,1380737,154675,88916,154675,88916,4688467,4688467
2012-10-05,Client,163591,406039,763743,166529,586607,510619,664952,783618,127598,63712,77490,39633,2215870,2138261
2012-10-05,DII,11039,5860,15606,15229,144306,55263,0,0,49,0,0,0,226263,21089
2012-10-05,FII,428934,144243,204141,807983,408700,629307,369708,240289,11909,10312,19583,11848,1693303,1593654
2012-10-05,Pro,66943,114365,154533,148282,206189,226076,311142,397358,28508,19755,70991,42298,702004,1084436
2012-10-05,TOTAL,670507,670507,1138023,1138023,1345802,1421265,1345802,1421265,168064,93779,168064,93779,4837440,4837440
2012-10-08,Client,154697,404705,770936,159970,638869,499593,682314,794718,147487,65179,84679,42839,2276761,2169225
2012-10-08,DII,10087,5006,17487,15550,144306,55263,0,0,49,0,0,0,227192,20556
2012-10-08,FII,440863,147384,197127,812752,399572,643009,375166,237728,12904,11819,21179,13631,1705294,1607840
2012-10-08,Pro,63268,111820,154066,151344,214769,222809,340036,388228,27056,23995,81638,44523,705963,1117589
2012-10-08,TOTAL,668915,668915,1139616,1139616,1397516,1420674,1397516,1420674,187496,100993,187496,100993,4915210,4915210
2012-10-09,Client,156671,406012,776876,163498,647848,535803,709509,811298,156863,75450,90262,47875,2349511,2228454
2012-10-09,DII,9596,4924,17936,15745,144106,55263,0,0,49,0,0,0,226950,20669
2012-10-09,FII,446253,150399,195185,814998,406318,640367,368380,254423,13921,13001,22473,15561,1715045,1626234
2012-10-09,Pro,60292,111477,157764,153520,214249,214799,334632,380511,29724,26616,87822,51631,703444,1119593
2012-10-09,TOTAL,672812,672812,1147761,1147761,1412521,1446232,1412521,1446232,200557,115067,200557,115067,4994950,4994950
2012-10-10,Client,168236,398037,788151,159654,722594,511831,724666,840610,178290,78641,97876,52066,2447743,2272909
2012-10-10,DII,9485,3947,17814,15481,144106,55303,0,0,49,0,0,0,226757,19428
2012-10-10,FII,418995,157373,190052,823854,408075,660074,376380,258813,16978,16615,27860,17824,1710789,1662104
2012-10-10,Pro,76008,113367,159767,156795,211242,245027,384971,372812,30713,29215,100294,54581,751972,1182820
2012-10-10,TOTAL,672724,672724,1155784,1155784,1486017,1472235,1486017,1472235,226030,124471,226030,124471,5137261,5137261
2012-10-11,Client,180075,398997,804484,166051,706752,556419,765368,832782,193892,109899,107285,64170,2551521,2334653
2012-10-11,DII,12107,4660,20359,16101,143306,55263,0,0,49,0,0,0,231084,20761
2012-10-11,FII,437850,177955,195469,842122,413838,668925,386586,265026,16799,16688,30424,18314,1749569,1720427
2012-10-11,Pro,66569,114989,166729,162767,229711,209209,341653,392008,40896,34973,113927,79076,748087,1204420
2012-10-11,TOTAL,696601,696601,1187041,1187041,1493607,1489816,1493607,1489816,251636,161560,251636,161560,5280261,5280261
2012-10-12,Client,181089,383679,804272,159740,769996,531900,784302,861593,216234,99072,112997,62773,2602563,2365084
2012-10-12,DII,11971,3505,20147,18396,143056,55333,0,0,49,0,0,0,230556,21901
2012-10-12,FII,426257,177610,192457,849024,414627,709637,393492,266002,16703,15591,30644,17453,1775272,1734225
2012-10-12,Pro,67195,121718,167977,157693,231042,221865,380927,391140,37798,32662,127143,67099,758539,1245720
2012-10-12,TOTAL,686512,686512,1184853,1184853,1558721,1518735,1558721,1518735,270784,147325,270784,147325,5366930,5366930
2012-10-15,Client,179390,388257,808737,163995,791570,568912,813108,867671,229681,103944,118018,64897,2682234,2415946
2012-10-15,DII,11971,3665,19104,18215,143056,55366,0,0,49,0,0,0,229546,21880
2012-10-15,FII,434790,173144,194843,850385,411313,698266,404956,257183,16455,18276,32866,19507,1773943,1738041
2012-10-15,Pro,67986,129071,174003,164092,240441,211885,368316,409575,37159,31574,132460,69390,763048,1272904
2012-10-15,TOTAL,694137,694137,1196687,1196687,1586380,1534429,1586380,1534429,283344,153794,283344,153794,5448771,5448771
2012-10-16,Client,176635,385086,805174,161863,795432,543312,801789,869172,232381,95386,117864,62460,2648320,2398234
2012-10-16,DII,11964,2333,20956,18019,143056,55366,0,0,49,0,0,0,231391,20352
2012-10-16,FII,426218,169265,191667,852149,429927,702392,406705,250038,16572,16908,33300,19031,1783684,1730488
2012-10-16,Pro,72492,130625,176854,162620,234171,234858,394092,416718,36489,33443,134327,64246,788307,1302628
2012-10-16,TOTAL,687309,687309,1194651,1194651,1602586,1535928,1602586,1535928,285491,145737,285491,145737,5451702,5451702
2012-10-17,Client,173256,389775,810409,169877,805313,578993,809903,884863,232635,99359,120525,64759,2699965,2439702
2012-10-17,DII,11954,2343,21265,17976,143056,55538,0,0,49,0,0,0,231862,20319
2012-10-17,FII,430277,165644,194580,853432,436228,715226,405356,276663,16379,20058,32099,19598,1812748,1752792
2012-10-17,Pro,70583,128308,186915,171884,229081,262743,398419,450974,38600,31913,135039,66973,819835,1351597
2012-10-17,TOTAL,686070,686070,1213169,1213169,1613678,1612500,1613678,1612500,287663,151330,287663,151330,5564410,5564410
2012-10-18,Client,185231,415027,836086,181727,716582,674938,800853,903517,220177,107669,117258,65548,2740683,2483930
2012-10-18,DII,12099,2120,21531,19309,143469,55328,0,0,49,0,0,0,232476,21429
2012-10-18,FII,443121,176432,206995,863460,458791,702470,410442,282778,16508,21506,33265,19962,1849391,1786339
2012-10-18,Pro,76279,123151,197970,198086,247794,238714,355341,485155,42678,30631,128889,74296,834066,1364918
2012-10-18,TOTAL,716730,716730,1262582,1262582,1566636,1671450,1566636,1671450,279412,159806,279412,159806,5656616,5656616
2012-10-19,Client,173551,382917,824353,173431,769245,604373,818435,894904,231167,104888,119611,65938,2707577,2455236
2012-10-19,DII,11965,2335,21333,19280,143469,55538,0,0,49,0,0,0,232354,21615
2012-10-19,FII,439265,183352,208644,864001,459873,713701,416213,269299,16574,21959,33692,20059,1860016,1786616
2012-10-19,Pro,71151,127328,202238,199856,223252,227307,361191,436716,40953,32781,135440,73631,797682,1334162
2012-10-19,TOTAL,695932,695932,1256568,1256568,1595839,1600919,1595839,1600919,288743,159628,288743,159628,5597629,5597629
2012-10-22,Client,180303,397321,829074,186377,754493,670106,836804,881727,222561,106239,118171,65520,2762776,2485920
2012-10-22,DII,12129,2120,19477,19695,143469,55328,0,0,49,0,0,0,230452,21815
2012-10-22,FII,482508,218505,229071,874757,458296,703724,410438,270124,15658,20662,31299,17941,1909919,1823064
2012-10-22,Pro,71100,128094,208881,205674,254604,219969,363620,497276,40909,32182,129707,75622,827645,1399993
2012-10-22,TOTAL,746040,746040,1286503,1286503,1610862,1649127,1610862,1649127,279177,159083,279177,159083,5730792,5730792
2012-10-23,Client,173643,399460,838394,183340,761091,609249,798735,869696,219854,99731,118556,63990,2701962,2433777
2012-10-23,DII,11970,2313,19149,19115,143469,55368,0,0,49,0,0,0,230005,21428
2012-10-23,FII,491642,226829,245443,904383,441585,728448,401689,269907,15490,19290,29808,16699,1941898,1849315
2012-10-23,Pro,80450,129103,196150,192298,224107,209773,369828,463235,40899,33658,127928,71990,785037,1354382
2012-10-23,TOTAL,757705,757705,1299136,1299136,1570252,1602838,1570252,1602838,276292,152679,276292,152679,5658902,5658902
2012-10-25,Client,138561,303942,723707,150126,339235,238485,481080,565246,49181,17637,32662,19167,1506806,1552223
2012-10-25,DII,11632,1574,11467,18276,143469,44966,0,0,53,0,0,0,211587,19850
2012-10-25,FII,306420,99648,186903,773239,298814,524986,291688,179520,930,745,1359,377,1318798,1345831
2012-10-25,Pro,45409,96858,141704,122140,186349,176220,195099,239891,12053,13211,28196,12049,574946,694233
2012-10-25,TOTAL,502022,502022,1063781,1063781,967867,984657,967867,984657,62217,31593,62217,31593,3612137,3612137
2012-10-26,Client,146971,300214,800795,168212,399421,248305,502424,638676,79873,25862,50817,29327,1701227,1689670
2012-10-26,DII,11472,2674,11947,19499,143469,45188,0,0,73,0,0,0,212149,22173
2012-10-26,FII,297368,103542,198503,840754,305853,621376,304162,196707,10399,7199,9841,5052,1440698,1460058
2012-10-26,Pro,45145,94526,151395,134175,194261,195240,236418,274726,17445,19702,47132,18384,623188,805361
2012-10-26,TOTAL,500956,500956,1162640,1162640,1043004,1110109,1043004,1110109,107790,52763,107790,52763,3977262,3977262
2012-10-29,Client,147946,301055,806448,170508,430230,268121,541655,669172,97391,34453,60356,35822,1784589,1778568
2012-10-29,DII,11771,2674,13031,19225,145469,47188,0,0,73,0,0,0,217532,21899
2012-10-29,FII,291516,102279,198676,842645,325538,678711,309075,226071,13591,9400,14228,8254,1517432,1502552
2012-10-29,Pro,47673,92898,151977,137754,199490,204586,249997,303363,21205,23070,57676,22847,648001,864535
2012-10-29,TOTAL,498906,498906,1170132,1170132,1100727,1198606,1100727,1198606,132260,66923,132260,66923,4167554,4167554
2012-10-30,Client,168330,301901,809434,165057,517132,280556,596537,736420,118702,37726,69696,41720,1931880,1911331
2012-10-30,DII,11583,2845,12632,18525,148469,47188,0,0,73,0,0,0,219945,21370
2012-10-30,FII,272815,106607,200296,848772,328652,729261,331859,209930,15722,9926,17018,9160,1556672,1523346
2012-10-30,Pro,50633,92008,154358,144366,234167,201300,300024,311955,21035,27108,68818,23880,688601,941051
2012-10-30,TOTAL,503361,503361,1176720,1176720,1228420,1258305,1228420,1258305,155532,74760,155532,74760,4397098,4397098
2012-10-31,Client,163251,295483,807518,170381,542309,317290,650430,767294,129911,44692,75177,46384,2004971,2005149
2012-10-31,DII,11583,2845,13645,18925,148469,45188,0,0,73,0,0,0,218958,21770
2012-10-31,FII,270992,110724,204442,846589,335778,741362,335004,214836,16226,10424,18188,10107,1579224,1535448
2012-10-31,Pro,47241,84015,156345,146055,251773,194570,292895,316280,22875,28788,75720,27413,701592,942378
2012-10-31,TOTAL,493067,493067,1181950,1181950,1278329,1298410,1278329,1298410,169085,83904,169085,83904,4504745,4504745
2012-11-01,Client,160007,287202,805661,175872,539875,345639,662605,802079,136004,54381,80249,50483,2041567,2058490
2012-11-01,DII,11632,2845,14398,19984,148469,45188,0,0,73,0,0,0,219760,22829
2012-11-01,FII,270442,101516,210266,847793,335684,775145,330175,215871,16798,10268,21255,9867,1618603,1526477
2012-11-01,Pro,43489,94007,160864,147540,258157,184691,289405,332713,26732,28391,78103,32690,702324,974458
2012-11-01,TOTAL,485570,485570,1191189,1191189,1282185,1350663,1282185,1350663,179607,93040,179607,93040,4582254,4582254
2012-11-02,Client,166659,307143,811136,185922,527564,391210,686216,819071,138247,62878,85610,53609,2097694,2137571
2012-11-02,DII,10238,3573,14596,19959,149973,44966,0,0,73,0,0,0,219846,23532
2012-11-02,FII,303079,105960,213079,841483,352537,779726,328472,224278,17750,11170,22264,10826,1677341,1533283
2012-11-02,Pro,43526,106826,161835,153282,272844,188226,288230,360779,30120,28391,78316,38004,724942,1025437
2012-11-02,TOTAL,523502,523502,1200646,1200646,1302918,1404128,1302918,1404128,186190,102439,186190,102439,4719823,4719823
2012-11-05,Client,165880,306777,816864,188874,546161,420137,691384,839074,152895,67620,92545,57386,2169557,2176040
2012-11-05,DII,10513,4574,15169,21671,150523,45316,0,0,73,0,0,0,221594,26245
